common_name,class,order,adult_weight_g,max_longevity_yrs,metabolic_rate_w,body_mass_g,female_maturity_days,gestation_days,litter_size,body_temp_k
"Pacific pond turtle, or Southwestern pond turtle",Reptilia,Testudines,282.0,27.3,,,,,,
Painted turtle,Reptilia,Testudines,371.8,61.0,0.0236,400.0,2750.0,,,289.5
Spotted turtle,Reptilia,Testudines,165.4,51.0,,,2920.0,77.0,3.0,
Chicken turtle,Reptilia,Testudines,910.5,24.0,,,1825.0,115.0,,
Blanding's turtle,Reptilia,Testudines,1162.0,77.0,,,6500.0,,8.0,
European pond turtle,Reptilia,Testudines,,120.0,,,,,,
Wood turtle,Reptilia,Testudines,968.2,60.0,,,5840.0,,,
Bog turtle,Reptilia,Testudines,132.1,40.0,,,2900.0,90.0,3.0,
Barbour's map turtle,Reptilia,Testudines,1256.0,31.7,,,6209.0,,,
Cagle's map turtle,Reptilia,Testudines,,14.5,,,,,,
Common map turtle,Reptilia,Testudines,1138.0,,,,5110.0,,,
Black-knobbed map turtle,Reptilia,Testudines,415.7,20.3,,,3105.0,,,
Ringed map turtle,Reptilia,Testudines,918.15,20.3,,,2922.0,,,
"False map turtle, or Mississippi map turtle",Reptilia,Testudines,1477.0,35.4,,,2922.0,,,
Alabama map turtle,Reptilia,Testudines,1519.0,15.7,,,5113.0,,,
Diamondback terrapin,Reptilia,Testudines,720.0,,0.140702,720.0,2190.0,84.0,9.0,297.15
River cooter,Reptilia,Testudines,2992.0,44.0,,,2190.0,,,
Florida red-bellied turtle,Reptilia,Testudines,3748.5,26.1,,,2922.0,,,
Northern red-bellied cooter,Reptilia,Testudines,3477.0,,,,4018.0,,,
Eastern box turtle,Reptilia,Testudines,372.0,138.0,,,2190.0,,,
Coahuilan box turtle,Reptilia,Testudines,259.8,18.8,,,,,,
Spotted box turtle,Reptilia,Testudines,372.0,24.9,,,,,,
Ornate box turtle,Reptilia,Testudines,394.5,28.4,,,2920.0,63.0,5.0,
Hispaniolan slider,Reptilia,Testudines,2522.0,,,,,,,
Common slider,Reptilia,Testudines,240.0,41.3,0.1157,240.0,2920.0,75.0,13.0,297.0
"Northern river terrapin, or Indian batagur terrapin",Reptilia,Testudines,17900.0,21.7,,,,,,
Southeast Asian box turtle,Reptilia,Testudines,1000.0,38.2,,,,,,
Yellow-margined box turtle,Reptilia,Testudines,499.0,19.1,,,,,,
Chinese three-striped box turtle,Reptilia,Testudines,,31.8,,,,,,
Asian leaf turtle,Reptilia,Testudines,1250.0,14.7,,,,,,
Indian black pond turtle,Reptilia,Testudines,,19.2,,,,,,
Crowned river turtle,Reptilia,Testudines,,18.0,,,,,,
Yellow-headed temple turtle,Reptilia,Testudines,,9.3,,,,,,
Giant asian pond turtle,Reptilia,Testudines,,29.6,,,,,,
Spiny turtle,Reptilia,Testudines,950.0,22.9,,,,,,
"Mekong snail-eating turtle, or Malayan snail-eating turtle",Reptilia,Testudines,,14.2,,,,,,
Annam leaf turtle,Reptilia,Testudines,,23.9,,,,,,
Caspian turtle,Reptilia,Testudines,,17.6,,,,,,
Japanese pond turtle,Reptilia,Testudines,494.2,16.2,,,,,,
Spanish pond turtle,Reptilia,Testudines,608.0,24.5,,,,,,
Yellow pond turtle,Reptilia,Testudines,319.5,22.1,,,,,,
Red-necked pond turtle,Reptilia,Testudines,,18.0,,,,,,
Reeves' turtle,Reptilia,Testudines,858.0,24.2,,,,,,
Chinese stripe-necked turtle,Reptilia,Testudines,1241.0,22.8,,,,,,
Indian black turtle,Reptilia,Testudines,760.0,40.0,,,,,,
Malayan flat-shelled turtle,Reptilia,Testudines,,18.8,,,,,,
Brown roofed turtle,Reptilia,Testudines,919.0,13.8,,,,,,
Indian roofed turtle,Reptilia,Testudines,,11.0,,,,,,
Furrowed wood turtle,Reptilia,Testudines,731.5,19.3,,,,,,
Painted wood turtle,Reptilia,Testudines,,20.4,,,,,,
Mexican spotted wood turtle,Reptilia,Testudines,,11.8,,,,,,
Beal's eyed turtle,Reptilia,Testudines,,27.3,,,,,,
Thick-necked turtle,Reptilia,Testudines,940.0,16.7,,,,,,
Narrow-bridged musk turtle,Reptilia,Testudines,200.0,16.1,,,,,,
Striped mud turtle,Reptilia,Testudines,143.0,49.6,,,870.0,,,
Herrera's mud turtle,Reptilia,Testudines,486.0,19.5,,,,,,
Mexican mud turtle,Reptilia,Testudines,474.4,18.5,,,,,,
White-lipped mud turtle,Reptilia,Testudines,,19.2,,,,,,
Scorpion mud turtle,Reptilia,Testudines,266.0,44.7,,,3470.0,,,
Sonoran mud turtle,Reptilia,Testudines,326.0,36.5,,,2557.0,,,
Common mud turtle,Reptilia,Testudines,154.7,40.0,,,1825.0,76.0,4.0,
Pacific Coast giant musk turtle,Reptilia,Testudines,900.0,26.3,,,,,,
Mexican giant musk turtle,Reptilia,Testudines,4200.0,33.5,,,,,,
"Razor-backed musk turtle, or Keel-backed musk turtle",Reptilia,Testudines,248.0,29.3,,,2191.0,,,
Loggerhead musk turtle,Reptilia,Testudines,154.5,23.9,,,2920.0,,,
Stinkpot,Reptilia,Testudines,137.9,54.8,,,1277.0,,,
Helmeted turtle,Reptilia,Testudines,2273.0,20.1,,,,,,
West African mud turtle,Reptilia,Testudines,,41.0,,,,,,
East African black mud turtle,Reptilia,Testudines,,47.0,,,,,,
Big-headed turtle,Reptilia,Testudines,,27.0,,,,,,
Red-headed Amazon side-neck turtle,Reptilia,Testudines,,18.0,,,,,,
South American river turtle,Reptilia,Testudines,25800.0,25.3,,,,,,
Yellow-spotted river turtle,Reptilia,Testudines,4500.0,,,,,60.0,24.0,
Aldabra tortoise,Reptilia,Testudines,117200.0,152.0,,,9131.0,7397.0,,
Radiated tortoise,Reptilia,Testudines,10217.0,32.8,,,,,,
African spurred tortoise,Reptilia,Testudines,43000.0,54.3,,,,,,
Red-footed tortoise,Reptilia,Testudines,,49.0,,,,,,
Yellow-footed tortoise,Reptilia,Testudines,,35.2,,,,,,
Galapagos tortoise,Reptilia,Testudines,,177.0,,,,,,
Indian star tortoise,Reptilia,Testudines,4225.0,24.3,,,3650.0,,,
Desert tortoise,Reptilia,Testudines,2784.0,62.8,,,5500.0,118.0,8.0,
Berlandier's tortoise,Reptilia,Testudines,1792.0,30.7,,,3651.0,,,
Gopher tortoise,Reptilia,Testudines,5500.0,,0.579,5500.0,3650.0,90.0,8.0,300.0
Parrot-beaked tortoise,Reptilia,Testudines,229.4,28.6,,,,,,
Elongated tortoise,Reptilia,Testudines,1150.0,,,,,,,
Travancore tortoise,Reptilia,Testudines,1680.0,32.9,,,,,,
"Bell's hinge-back tortoise, or Hingeback tortoise",Reptilia,Testudines,1202.0,26.5,,,,,,
Serrated forest hingeback tortoise,Reptilia,Testudines,,24.8,,,,,,
Pancake tortoise,Reptilia,Testudines,391.25,25.9,,,,,,
"Asian brown tortoise, or East Indian upland tortoise",Reptilia,Testudines,26000.0,19.9,,,,74.0,,
Leopard tortoise,Reptilia,Testudines,20000.0,30.0,,,,365.0,,
Mediterranean spur-thighed tortoise,Reptilia,Testudines,1430.0,127.0,,,4560.0,,,
Hermann's tortoise,Reptilia,Testudines,1249.0,,,,4560.0,,,
Egyptian tortoise,Reptilia,Testudines,440.0,21.0,,,2192.0,,,
Marginated tortoise,Reptilia,Testudines,1918.0,21.2,,,,,,
Florida softshell turtle,Reptilia,Testudines,23463.0,26.2,,,,68.0,,
Smooth softshell turtle,Reptilia,Testudines,819.0,,,,3285.0,,,
Spiny softshell turtle,Reptilia,Testudines,4765.0,25.2,,,3285.0,,,
Indian flapshell turtle,Reptilia,Testudines,1444.5,17.8,,,,,,
Wattle-necked softshell turtle,Reptilia,Testudines,,41.0,,,,,,
African softshell turtle,Reptilia,Testudines,10818.0,50.6,,,,,,
European eel,Teleostei,Anguilliformes,3629.45,88.0,,,4562.0,,,
Shortfin eel,Teleostei,Anguilliformes,4100.0,32.0,,,,,,
Indonesian shortfin eel,Teleostei,Anguilliformes,,20.0,,,,,,
New Zealand longfin eel,Teleostei,Anguilliformes,13000.0,60.0,,,,,,
Marbled eel,Teleostei,Anguilliformes,11275.0,40.0,,,,,,
African longfin eel,Teleostei,Anguilliformes,412.5,20.0,,,,,,
Long-finned eel,Teleostei,Anguilliformes,11000.0,15.0,,,,,,
Speckled longfin eel,Teleostei,Anguilliformes,8965.0,41.0,,,7300.0,,,
American eel,Teleostei,Anguilliformes,4031.5,50.0,,,1642.0,,,
Sand smelt,Teleostei,Atheriniformes,,4.0,,,,,,
Topsmelt,Teleostei,Atheriniformes,,9.0,,,,,,
Jacksmelt,Teleostei,Atheriniformes,,11.0,,,,,,
Brook silverside,Teleostei,Atheriniformes,,2.0,,,120.0,,,
California grunion,Teleostei,Atheriniformes,,8.0,,,,,,
Inland silverside,Teleostei,Atheriniformes,,2.0,,,,,,
Waccamaw silverside,Teleostei,Atheriniformes,,3.0,,,,,,
Atlantic silverside,Teleostei,Atheriniformes,,2.0,,,,,,
Snakefish,Teleostei,Aulopiformes,,7.0,,,730.0,,,
Japanese medaka,Teleostei,Beloniformes,,5.0,,,,10.0,,
Dusky sea garfish,Teleostei,Beloniformes,330.0,10.0,,,912.0,,,
Pacific saury,Teleostei,Beloniformes,,2.0,,,,,,
Alfonsino,Teleostei,Beryciformes,,23.0,,,2153.0,,,
Orange roughy,Teleostei,Beryciformes,3850.0,149.0,,,6448.0,,,
Mediterranean redfish,Teleostei,Beryciformes,,,,,,,,
Spot-tail,Teleostei,Characiformes,165.0,5.0,,,,,,
Silversides,Teleostei,Characiformes,1100.0,5.0,,,,,,
Tiger fish,Teleostei,Characiformes,15400.0,8.0,,,,,,
Sharptooth tetra,Teleostei,Characiformes,1.1,3.0,,,,,,
Twospot astyanax,Teleostei,Characiformes,,18.0,,,,,,
Pirapitinga,Teleostei,Characiformes,13750.0,28.0,,,,,,
Nile distichodus,Teleostei,Characiformes,3410.0,7.5,,,,,,
Pike characid,Teleostei,Characiformes,2200.0,5.0,,,,,,
Blueback shad,Teleostei,Clupeiformes,110.0,8.0,,,1460.0,,,
Twaite shad,Teleostei,Clupeiformes,825.0,25.0,,,,,,
Alabama shad,Teleostei,Clupeiformes,,4.0,,,,,,
Alice shad,Teleostei,Clupeiformes,2200.0,10.0,,,1642.0,,,
Caspian shad,Teleostei,Clupeiformes,65.0,7.0,,,,,,
Blue herring,Teleostei,Clupeiformes,935.0,4.0,,,,,,
Macedonia shad,Teleostei,Clupeiformes,330.0,10.0,,,,,,
Black sea shad,Teleostei,Clupeiformes,,6.0,,,,,,
Pontic shad,Teleostei,Clupeiformes,,7.0,,,730.0,,,
Alewife,Teleostei,Clupeiformes,110.0,8.0,,,1642.0,,,
American shad,Teleostei,Clupeiformes,3025.0,13.0,,,1678.0,,,
Spotted sardinella,Teleostei,Clupeiformes,,8.0,,,310.0,,,
Atlantic herring,Teleostei,Clupeiformes,,22.0,,,1095.0,,,
Pacific herring,Teleostei,Clupeiformes,,19.0,,,,,,
Black sea sprat,Teleostei,Clupeiformes,,5.0,,,912.0,,,
American gizzard shad,Teleostei,Clupeiformes,1089.0,6.0,,,730.0,,,
Threadfin shad,Teleostei,Clupeiformes,,4.0,,,730.0,,,
White sardine,Teleostei,Clupeiformes,,,,,,,,
Gilchrist's round herring,Teleostei,Clupeiformes,,6.0,,,,,,
Scaled herring,Teleostei,Clupeiformes,,3.0,,,365.0,,,
Australian freshwater herring,Teleostei,Clupeiformes,,11.0,,,,,,
True sardine,Teleostei,Clupeiformes,,15.0,,,730.0,,,
Round sardinella,Teleostei,Clupeiformes,125.95,7.0,,,365.0,,,
Goldstripe sardinella,Teleostei,Clupeiformes,,7.0,,,,,,
Indian oil sardine,Teleostei,Clupeiformes,110.0,4.0,,,730.0,,,
Pacific sardine,Teleostei,Clupeiformes,267.3,25.0,,,821.0,,,
European sprat,Teleostei,Clupeiformes,,6.0,,,730.0,,,
Toli shad,Teleostei,Clupeiformes,,,,,,,,
Deepbody anchovy,Teleostei,Clupeiformes,,6.0,,,,,,
Anchoveta,Teleostei,Clupeiformes,,4.0,,,365.0,,,
Australian anchovy,Teleostei,Clupeiformes,,6.0,,,,,,
European anchovy,Teleostei,Clupeiformes,,3.0,,,365.0,,,
Japanese anchovy,Teleostei,Clupeiformes,,3.0,,,365.0,,,
Californian anchoveta,Teleostei,Clupeiformes,,7.0,,,365.0,,,
Peruvian anchoveta,Teleostei,Clupeiformes,,3.0,,,,,,
Stone loach,Teleostei,Cypriniformes,,7.0,,,,,,
River carpsucker,Teleostei,Cypriniformes,2524.5,10.0,,,,,,
Quillback,Teleostei,Cypriniformes,1617.0,11.0,,,,,,
Highfin carpsucker,Teleostei,Cypriniformes,,11.0,,,,,,
Longnose sucker,Teleostei,Cypriniformes,1800.0,20.0,,,,,,
White sucker,Teleostei,Cypriniformes,1617.0,12.0,,,,,,
Largescale sucker,Teleostei,Cypriniformes,,15.0,,,,,,
Modoc sucker,Teleostei,Cypriniformes,,18.0,,,,,,
Sacramento sucker,Teleostei,Cypriniformes,,10.0,,,,,,
Mountain sucker,Teleostei,Cypriniformes,,9.0,,,1277.0,,,
Klamath smallscale sucker,Teleostei,Cypriniformes,,9.0,,,,,,
Tahoe sucker,Teleostei,Cypriniformes,,15.0,,,,,,
Cui-ui,Teleostei,Cypriniformes,1496.0,41.0,,,5657.0,,,
June sucker,Teleostei,Cypriniformes,,40.0,,,,,,
Blue sucker,Teleostei,Cypriniformes,,13.0,,,,,,
Southeastern blue sucker,Teleostei,Cypriniformes,,33.0,,,,,,
Lost river sucker,Teleostei,Cypriniformes,,18.0,,,,,,
Creek chubsucker,Teleostei,Cypriniformes,,6.0,,,,,,
Northern hog sucker,Teleostei,Cypriniformes,700.0,11.0,,,1000.0,,,
Roanoke hog sucker,Teleostei,Cypriniformes,,5.0,,,,,,
Smallmouth buffalo,Teleostei,Cypriniformes,20515.0,39.0,,,,,,
Bigmouth buffalo,Teleostei,Cypriniformes,17545.0,112.0,,,3287.0,,,
Black buffalo,Teleostei,Cypriniformes,15785.0,24.0,,,,,,
Spotted sucker,Teleostei,Cypriniformes,676.5,6.0,,,,,,
Silver redhorse,Teleostei,Cypriniformes,5940.0,10.0,,,,,,
Hookfin redhorse,Teleostei,Cypriniformes,750.0,8.0,,,1460.0,,,
River redhorse,Teleostei,Cypriniformes,3089.0,12.0,,,1095.0,,14500.0,
Black redhorse,Teleostei,Cypriniformes,1250.0,10.0,,,1095.0,,,
Golden redhorse,Teleostei,Cypriniformes,2244.0,11.0,,,,,,
Shorthead redhorse,Teleostei,Cypriniformes,2194.5,9.0,,,,,,
Blackfin sucker,Teleostei,Cypriniformes,,4.0,,,,,,
Rustyside sucker,Teleostei,Cypriniformes,,5.0,,,,,,
Torrent sucker,Teleostei,Cypriniformes,,7.0,,,,,,
"Weatherfish, or Loach",Teleostei,Cypriniformes,,21.7,,,,,,
Asp,Teleostei,Cypriniformes,4950.0,11.0,,,1277.0,,,
Barb,Teleostei,Cypriniformes,,16.3,,,,,,
Papermouth,Teleostei,Cypriniformes,745.25,9.0,,,,,,
Treur barb,Teleostei,Cypriniformes,,6.0,,,,,,
Goldfish,Teleostei,Cypriniformes,,41.0,,,,,,
Silver orfe,Teleostei,Cypriniformes,24750.0,21.0,,,1520.0,,,
Common carp,Teleostei,Cypriniformes,10600.0,47.0,,,1095.0,4.0,300000.0,
Zebra danio or zebrafish,Teleostei,Cypriniformes,,5.5,,,,,,
Gudgeon,Teleostei,Cypriniformes,,8.0,,,,,,
Rednose labeo,Teleostei,Cypriniformes,1980.0,9.0,,,,,,
Rohu,Teleostei,Cypriniformes,24750.0,10.0,,,1073.0,,,
Smallmouth yellowfish,Teleostei,Cypriniformes,4310.35,12.0,,,,,,
European chub,Teleostei,Cypriniformes,4400.0,22.0,,,1825.0,,,
Silverjaw minnow,Teleostei,Cypriniformes,,3.0,,,,,,
Burchell's redfin,Teleostei,Cypriniformes,,6.0,,,,,,
Loach minnow,Teleostei,Cypriniformes,,5.0,,,,,,
Bitterling,Teleostei,Cypriniformes,,5.0,,,912.0,,,
Bream,Teleostei,Cypriniformes,3305.5,23.0,,,2007.0,,,
Largescale stoneroller,Teleostei,Cypriniformes,,5.0,,,,,,
Sneep,Teleostei,Cypriniformes,825.0,15.0,,,,,,
Blackside dace,Teleostei,Cypriniformes,,4.0,,,,,,
Northern redbelly dace,Teleostei,Cypriniformes,,3.0,,,,,,
Southern redbelly dace,Teleostei,Cypriniformes,,3.0,,,,,,
Finescale dace,Teleostei,Cypriniformes,,6.0,,,,,,
Redside dace,Teleostei,Cypriniformes,,4.0,,,,,,
Lake chub,Teleostei,Cypriniformes,,5.0,,,1095.0,,,
Satinfin shiner,Teleostei,Cypriniformes,,4.0,,,,,,
Whitetail shiner,Teleostei,Cypriniformes,,4.0,,,,,,
Red shiner,Teleostei,Cypriniformes,,2.0,,,,,,
Spotfin shiner,Teleostei,Cypriniformes,,5.0,,,,,,
Steelcolor shiner,Teleostei,Cypriniformes,,3.0,,,,,,
Tonguetied minnow,Teleostei,Cypriniformes,,4.0,,,,,,
Cutlip minnow,Teleostei,Cypriniformes,,2.0,,,,,,
Arroyo chub,Teleostei,Cypriniformes,,4.0,,,,,,
Roundtail chub,Teleostei,Cypriniformes,,8.0,,,,,,
Virgin spinedace,Teleostei,Cypriniformes,,3.0,,,,,,
Belica,Teleostei,Cypriniformes,,2.0,,,,,,
Ide,Teleostei,Cypriniformes,2200.0,29.8,,,2007.0,,,
Common dace,Teleostei,Cypriniformes,550.0,16.0,,,1216.0,,,
Striped shiner,Teleostei,Cypriniformes,,4.0,,,,,,
Warpaint shiner,Teleostei,Cypriniformes,,5.0,,,1095.0,,525.0,
Common shiner,Teleostei,Cypriniformes,,4.0,,,,,,
Bleeding shiner,Teleostei,Cypriniformes,,3.0,,,,,,
Cherryfin shiner,Teleostei,Cypriniformes,,1.0,,,,,,
Redfin shiner,Teleostei,Cypriniformes,,3.0,,,,,,
Speckled chub,Teleostei,Cypriniformes,,,,,,,,
Pearl dace,Teleostei,Cypriniformes,,4.0,,,,,,
Hornyhead chub,Teleostei,Cypriniformes,,4.0,,,,,,
Bluehead chub,Teleostei,Cypriniformes,,4.0,,,,,,
River chub,Teleostei,Cypriniformes,,5.0,,,730.0,,,
Bull chub,Teleostei,Cypriniformes,,5.0,,,,,,
Golden shiner,Teleostei,Cypriniformes,,9.0,,,,,,
Palezone shiner,Teleostei,Cypriniformes,,3.0,,,,,,
Pugnose shiner,Teleostei,Cypriniformes,,3.0,,,,,,
Emerald shiner,Teleostei,Cypriniformes,,4.0,,,,,,
Rough shiner,Teleostei,Cypriniformes,,4.0,,,,,,
River shiner,Teleostei,Cypriniformes,,4.0,,,,,,
Ghost shiner,Teleostei,Cypriniformes,,2.0,,,,,,
Silverside shiner,Teleostei,Cypriniformes,,2.0,,,,,,
Blackchin shiner,Teleostei,Cypriniformes,,3.0,,,,,,
Blacknose shiner,Teleostei,Cypriniformes,,,,,,,,
Spottail shiner,Teleostei,Cypriniformes,,5.0,,,,,,
Taillight shiner,Teleostei,Cypriniformes,,,,,,,,
Ozark minnow,Teleostei,Cypriniformes,,4.0,,,,,,
Peppered shiner,Teleostei,Cypriniformes,,4.0,,,,,,
Coastal shiner,Teleostei,Cypriniformes,,4.0,,,,,,
Swallowtail shiner,Teleostei,Cypriniformes,,3.0,,,,,,
Rosyface shiner,Teleostei,Cypriniformes,,3.0,,,,,,
Saffron shiner,Teleostei,Cypriniformes,,5.0,,,,,750.0,
Roughhead shiner,Teleostei,Cypriniformes,,4.0,,,,,,
Sand shiner,Teleostei,Cypriniformes,,3.0,,,,,,
Weed shiner,Teleostei,Cypriniformes,,3.0,,,,,,
Topeka shiner,Teleostei,Cypriniformes,,3.0,,,,,,
Mimic shiner,Teleostei,Cypriniformes,,2.0,,,,,,
Dwarf altai osman,Teleostei,Cypriniformes,13.75,15.0,,,,,,
Altai osman,Teleostei,Cypriniformes,5500.0,40.0,,,3102.0,,,
Ziege,Teleostei,Cypriniformes,1100.0,11.0,,,1460.0,,,
Fatlips minnow,Teleostei,Cypriniformes,,3.0,,,365.0,,,
Suckermouth minnow,Teleostei,Cypriniformes,,3.0,,,,,,
Minnow,Teleostei,Cypriniformes,,13.0,,,1277.0,,,
Bluntnose minnow,Teleostei,Cypriniformes,,5.0,,,,,,
Fathead minnow,Teleostei,Cypriniformes,,2.0,,,60.0,5.0,4500.0,
Woundfin,Teleostei,Cypriniformes,,4.0,,,,,,
Bluehead shiner,Teleostei,Cypriniformes,,2.0,,,,,,
Colorado pikeminnow,Teleostei,Cypriniformes,,12.0,,,,,,
Relict dace,Teleostei,Cypriniformes,,5.0,,,,,,
Blacknose dace,Teleostei,Cypriniformes,,4.0,,,365.0,,750.0,
Longnose dace,Teleostei,Cypriniformes,,5.0,,,1095.0,,,
Lahontan redside,Teleostei,Cypriniformes,,5.0,,,,,,
Kutum,Teleostei,Cypriniformes,2750.0,12.0,,,,,,
Roach,Teleostei,Cypriniformes,1012.0,14.0,,,1095.0,,,
Pearl roach,Teleostei,Cypriniformes,1153.35,19.0,,,1460.0,,,
Creek chub,Teleostei,Cypriniformes,,8.0,,,1095.0,,50.0,
Annual fish,Teleostei,Cyprinodontiformes,,3.7,,,,,,
Argentine pearlfish,Teleostei,Cyprinodontiformes,,3.0,,,,,,
Blackfin pearlfish,Teleostei,Cyprinodontiformes,,1.0,,,,,,
Turquoise killifish,Teleostei,Cyprinodontiformes,,1.1,,,,,,
Gunther's nothobranch,Teleostei,Cyprinodontiformes,,2.3,,,,,,
Kilombero,Teleostei,Cyprinodontiformes,,0.8,,,,,,
Korthaus' killifish,Teleostei,Cyprinodontiformes,,1.6,,,,,,
Beira killifish,Teleostei,Cyprinodontiformes,,1.2,,,,,,
Bluefin notho,Teleostei,Cyprinodontiformes,,1.5,,,,,,
Desert pupfish,Teleostei,Cyprinodontiformes,,2.0,,,,,,
Owens pupfish,Teleostei,Cyprinodontiformes,,2.0,,,,,,
White sands pupfish,Teleostei,Cyprinodontiformes,,5.0,,,,,,
Northern studfish,Teleostei,Cyprinodontiformes,,5.0,,,,,,
California killifish,Teleostei,Cyprinodontiformes,,3.0,,,,,,
Seminole killifish,Teleostei,Cyprinodontiformes,,2.0,,,,,,
Plains killifish,Teleostei,Cyprinodontiformes,,3.0,,,,,,
Pygmy killifish,Teleostei,Cyprinodontiformes,,2.0,,,,,,
Bluefin killifish,Teleostei,Cyprinodontiformes,,2.0,,,,,,
Mosquitofish,Teleostei,Cyprinodontiformes,,3.0,,,90.0,,,
Guppy,Teleostei,Cyprinodontiformes,,5.0,,,,,,
Gila topminnow,Teleostei,Cyprinodontiformes,,1.0,,,,,,
Green swordtail,Teleostei,Cyprinodontiformes,,5.0,,,304.0,,,
Tarpon,Teleostei,Elopiformes,88550.0,55.0,,,3102.0,,,
Oxeye,Teleostei,Elopiformes,9900.0,44.0,,,,,,
Northern pike,Teleostei,Esociformes,15620.0,30.0,,,1116.0,,,
Muskellunge,Teleostei,Esociformes,17490.0,30.0,,,1825.0,,,
Chain pickerel,Teleostei,Esociformes,2337.5,9.0,,,912.0,,,
Alaska blackfish,Teleostei,Esociformes,201.3,8.0,,,912.0,,,
Central mudminnow,Teleostei,Esociformes,,4.0,,,,,,
Arctic cod,Teleostei,Gadiformes,,7.0,,,,,,
Cusk,Teleostei,Gadiformes,16500.0,20.0,,,3285.0,,,
Fivebeard rockling,Teleostei,Gadiformes,,3.0,,,,,,
Saffron cod,Teleostei,Gadiformes,605.0,12.0,,,912.0,,,
Fourbeard rockling,Teleostei,Gadiformes,,9.0,,,1095.0,,,
Silvery pout,Teleostei,Gadiformes,,3.0,,,,,,
Alaska pollock,Teleostei,Gadiformes,770.0,15.0,,,1277.0,,,
Pacific cod,Teleostei,Gadiformes,12485.0,18.0,,,1514.0,,,
Atlantic cod,Teleostei,Gadiformes,52800.0,25.0,,,790.0,,,
Greenland cod,Teleostei,Gadiformes,,12.0,,,1277.0,,,
Burbot,Teleostei,Gadiformes,18700.0,20.0,,,1460.0,,,
Haddock,Teleostei,Gadiformes,9240.0,20.0,,,602.0,,,
English whiting,Teleostei,Gadiformes,1700.0,20.0,,,730.0,,,
Blue whiting,Teleostei,Gadiformes,456.5,20.0,,,602.0,,,
Blue ling,Teleostei,Gadiformes,16500.0,25.0,,,3650.0,,,
Mediterranean ling,Teleostei,Gadiformes,,20.0,,,,,,
Greater forkbeard,Teleostei,Gadiformes,1947.0,20.0,,,,,,
European pollock,Teleostei,Gadiformes,9955.0,8.0,,,,,,
Pollock,Teleostei,Gadiformes,17600.0,25.0,,,730.0,,,
Norway pout,Teleostei,Gadiformes,,5.0,,,693.0,,,
Pout whiting,Teleostei,Gadiformes,,4.0,,,365.0,,,
Mud hake,Teleostei,Gadiformes,11550.0,23.0,,,510.0,,,
Giant grenadier,Teleostei,Gadiformes,,56.0,,,,,,
Roughscale rattail,Teleostei,Gadiformes,,73.0,,,,,,
Rock grenadier,Teleostei,Gadiformes,929.5,54.0,,,3650.0,,,
Onion-eye grenadier,Teleostei,Gadiformes,,25.0,,,5402.0,,,
Ridge scaled rattail,Teleostei,Gadiformes,,19.0,,,,,,
Blue grenadier,Teleostei,Gadiformes,825.0,25.0,,,2007.0,,,
Southern hake,Teleostei,Gadiformes,,30.0,,,2859.0,,,
Silver hake,Teleostei,Gadiformes,1265.0,12.0,,,602.0,,,
Chilean hake,Teleostei,Gadiformes,,13.0,,,730.0,,,
European hake,Teleostei,Gadiformes,8250.0,20.0,,,1095.0,,,
North pacific hake,Teleostei,Gadiformes,654.5,15.0,,,1277.0,,,
Fourspine stickleback,Teleostei,Gasterosteiformes,,3.0,,,,,,
Brook stickleback,Teleostei,Gasterosteiformes,,2.0,,,,,,
Alaskan stickleback,Teleostei,Gasterosteiformes,,8.0,,,,,,
Ninespine stickleback,Teleostei,Gasterosteiformes,,5.0,,,547.0,,,
Korean sandeel,Teleostei,Gasterosteiformes,,1.0,,,,,,
"Lined seahorse, or Hudson sea horse",Teleostei,Gasterosteiformes,,4.7,,,273.0,,,
Sea horse,Teleostei,Gasterosteiformes,,6.0,,,,,,
White's seahorse,Teleostei,Gasterosteiformes,,5.0,,,,,,
Dwarf seahorse,Teleostei,Gasterosteiformes,,1.0,,,118.0,,,
Gulf pipefish,Teleostei,Gasterosteiformes,,3.0,,,,,,
Milkfish,Teleostei,Gonorynchiformes,7700.0,15.0,,,2372.0,,,
Airbreathing shellear,Teleostei,Gonorynchiformes,,3.0,,,,,,
Electric eel,Teleostei,Gymnotiformes,,12.6,,,,,,
Goosefish,Teleostei,Lophiiformes,12430.0,30.0,,,,,,
Black-bellied angler,Teleostei,Lophiiformes,,21.0,,,1460.0,,,
Anglerfish,Teleostei,Lophiiformes,31735.0,24.0,,,1642.0,,,
Cape monk,Teleostei,Lophiiformes,,11.0,,,,,,
Yellow-eye mullet,Teleostei,Mugiliformes,522.5,7.0,,,912.0,,,
Thicklipped mullet,Teleostei,Mugiliformes,2475.0,25.0,,,1095.0,,,
Thinlip mullet,Teleostei,Mugiliformes,1595.0,10.0,,,1277.0,,,
Striped mullet,Teleostei,Mugiliformes,4400.0,16.0,,,730.0,,,
Glacier lanterfish,Teleostei,Myctophiformes,,8.0,,,912.0,,,
Chubby flashlightfish,Teleostei,Myctophiformes,,1.0,,,,,,
Hector's lanternfish,Teleostei,Myctophiformes,,3.0,,,,,,
Northern lampfish,Teleostei,Myctophiformes,,8.0,,,,,,
Australian rockling,Teleostei,Ophidiiformes,13750.0,30.0,,,,,,
Baird's smoothhead,Teleostei,Osmeriformes,,38.0,,,,,,
Silverside,Teleostei,Osmeriformes,,16.0,,,,,,
Atlantic argentine,Teleostei,Osmeriformes,,35.0,,,2190.0,,,
